region,municipality,district,party,votes
Jönköpings län,Gnosjö,6 - Uppsamlingsdistrikt,KD,13
Jönköpings län,Gnosjö,6 - Uppsamlingsdistrikt,L,8
Jönköpings län,Gnosjö,6 - Uppsamlingsdistrikt,MP,8
Jönköpings län,Gnosjö,6 - Uppsamlingsdistrikt,V,3
Jönköpings län,Gnosjö,6 - Uppsamlingsdistrikt,BLANK,3
Jönköpings län,Gnosjö,6 - Uppsamlingsdistrikt,FI,2
Jönköpings län,Gnosjö,6 - Uppsamlingsdistrikt,ÖVR,2
Jönköpings län,Gnosjö,6 - Uppsamlingsdistrikt,OGEJ,0
Jönköpings län,Gnosjö,6 - Uppsamlingsdistrikt,OG,0
Jönköpings län,Habo,0 - Bränninge,S,341
Jönköpings län,Habo,0 - Bränninge,M,337
Jönköpings län,Habo,0 - Bränninge,KD,273
Jönköpings län,Habo,0 - Bränninge,SD,263
Jönköpings län,Habo,0 - Bränninge,C,142
Jönköpings län,Habo,0 - Bränninge,L,75
Jönköpings län,Habo,0 - Bränninge,MP,60
Jönköpings län,Habo,0 - Bränninge,V,45
Jönköpings län,Habo,0 - Bränninge,ÖVR,13
Jönköpings län,Habo,0 - Bränninge,BLANK,11
Jönköpings län,Habo,0 - Bränninge,FI,1
Jönköpings län,Habo,0 - Bränninge,OG,1
Jönköpings län,Habo,0 - Bränninge,OGEJ,0
Jönköpings län,Habo,1 - Centrum-Gunnarsbo,S,364
Jönköpings län,Habo,1 - Centrum-Gunnarsbo,M,227
Jönköpings län,Habo,1 - Centrum-Gunnarsbo,SD,218
Jönköpings län,Habo,1 - Centrum-Gunnarsbo,KD,209
Jönköpings län,Habo,1 - Centrum-Gunnarsbo,C,97
Jönköpings län,Habo,1 - Centrum-Gunnarsbo,V,72
Jönköpings län,Habo,1 - Centrum-Gunnarsbo,MP,45
Jönköpings län,Habo,1 - Centrum-Gunnarsbo,L,44
Jönköpings län,Habo,1 - Centrum-Gunnarsbo,BLANK,13
Jönköpings län,Habo,1 - Centrum-Gunnarsbo,ÖVR,6
Jönköpings län,Habo,1 - Centrum-Gunnarsbo,OG,4
Jönköpings län,Habo,1 - Centrum-Gunnarsbo,FI,3
Jönköpings län,Habo,1 - Centrum-Gunnarsbo,OGEJ,1
Jönköpings län,Habo,2 - Gustav Adolf-Brandstorp,SD,346
Jönköpings län,Habo,2 - Gustav Adolf-Brandstorp,S,217
Jönköpings län,Habo,2 - Gustav Adolf-Brandstorp,M,211
Jönköpings län,Habo,2 - Gustav Adolf-Brandstorp,KD,161
Jönköpings län,Habo,2 - Gustav Adolf-Brandstorp,C,82
Jönköpings län,Habo,2 - Gustav Adolf-Brandstorp,V,43
Jönköpings län,Habo,2 - Gustav Adolf-Brandstorp,L,37
Jönköpings län,Habo,2 - Gustav Adolf-Brandstorp,MP,26
Jönköpings län,Habo,2 - Gustav Adolf-Brandstorp,ÖVR,19
Jönköpings län,Habo,2 - Gustav Adolf-Brandstorp,FI,7
Jönköpings län,Habo,2 - Gustav Adolf-Brandstorp,BLANK,7
Jönköpings län,Habo,2 - Gustav Adolf-Brandstorp,OGEJ,0
Jönköpings län,Habo,2 - Gustav Adolf-Brandstorp,OG,0
Jönköpings län,Habo,3 - Kråkeryd-Mölekullen,S,322
Jönköpings län,Habo,3 - Kråkeryd-Mölekullen,M,237
Jönköpings län,Habo,3 - Kråkeryd-Mölekullen,SD,196
Jönköpings län,Habo,3 - Kråkeryd-Mölekullen,KD,127
Jönköpings län,Habo,3 - Kråkeryd-Mölekullen,C,100
Jönköpings län,Habo,3 - Kråkeryd-Mölekullen,L,57
Jönköpings län,Habo,3 - Kråkeryd-Mölekullen,V,52
Jönköpings län,Habo,3 - Kråkeryd-Mölekullen,MP,42
Jönköpings län,Habo,3 - Kråkeryd-Mölekullen,BLANK,14
Jönköpings län,Habo,3 - Kråkeryd-Mölekullen,ÖVR,12
Jönköpings län,Habo,3 - Kråkeryd-Mölekullen,OGEJ,1
Jönköpings län,Habo,3 - Kråkeryd-Mölekullen,FI,0
Jönköpings län,Habo,3 - Kråkeryd-Mölekullen,OG,0
Jönköpings län,Habo,4 - Kyrkbyn-Furusjö,SD,267
Jönköpings län,Habo,4 - Kyrkbyn-Furusjö,S,159
Jönköpings län,Habo,4 - Kyrkbyn-Furusjö,M,153
Jönköpings län,Habo,4 - Kyrkbyn-Furusjö,KD,132
Jönköpings län,Habo,4 - Kyrkbyn-Furusjö,C,122
Jönköpings län,Habo,4 - Kyrkbyn-Furusjö,V,38
Jönköpings län,Habo,4 - Kyrkbyn-Furusjö,L,26
Jönköpings län,Habo,4 - Kyrkbyn-Furusjö,MP,19
Jönköpings län,Habo,4 - Kyrkbyn-Furusjö,ÖVR,13
Jönköpings län,Habo,4 - Kyrkbyn-Furusjö,BLANK,12
Jönköpings län,Habo,4 - Kyrkbyn-Furusjö,FI,3
Jönköpings län,Habo,4 - Kyrkbyn-Furusjö,OGEJ,3
Jönköpings län,Habo,4 - Kyrkbyn-Furusjö,OG,0
Jönköpings län,Habo,5 - Kärr-Sjogarp,S,392
Jönköpings län,Habo,5 - Kärr-Sjogarp,M,310
Jönköpings län,Habo,5 - Kärr-Sjogarp,KD,251
Jönköpings län,Habo,5 - Kärr-Sjogarp,SD,223
Jönköpings län,Habo,5 - Kärr-Sjogarp,C,115
Jönköpings län,Habo,5 - Kärr-Sjogarp,L,78
Jönköpings län,Habo,5 - Kärr-Sjogarp,MP,61
Jönköpings län,Habo,5 - Kärr-Sjogarp,V,37
Jönköpings län,Habo,5 - Kärr-Sjogarp,BLANK,10
Jönköpings län,Habo,5 - Kärr-Sjogarp,ÖVR,8
Jönköpings län,Habo,5 - Kärr-Sjogarp,FI,1
Jönköpings län,Habo,5 - Kärr-Sjogarp,OGEJ,0
Jönköpings län,Habo,5 - Kärr-Sjogarp,OG,0
Jönköpings län,Habo,6 - Uppsamlingsdistrikt,M,53
Jönköpings län,Habo,6 - Uppsamlingsdistrikt,S,44
Jönköpings län,Habo,6 - Uppsamlingsdistrikt,SD,37
Jönköpings län,Habo,6 - Uppsamlingsdistrikt,C,21
Jönköpings län,Habo,6 - Uppsamlingsdistrikt,KD,19
Jönköpings län,Habo,6 - Uppsamlingsdistrikt,V,16
Jönköpings län,Habo,6 - Uppsamlingsdistrikt,L,10
Jönköpings län,Habo,6 - Uppsamlingsdistrikt,MP,7
Jönköpings län,Habo,6 - Uppsamlingsdistrikt,ÖVR,2
Jönköpings län,Habo,6 - Uppsamlingsdistrikt,BLANK,2
Jönköpings län,Habo,6 - Uppsamlingsdistrikt,FI,0
Jönköpings län,Habo,6 - Uppsamlingsdistrikt,OGEJ,0
Jönköpings län,Habo,6 - Uppsamlingsdistrikt,OG,0
Jönköpings län,Jönköping,10 - Kålgården,S,471
Jönköpings län,Jönköping,10 - Kålgården,M,399
Jönköpings län,Jönköping,10 - Kålgården,KD,185
Jönköpings län,Jönköping,10 - Kålgården,SD,168
Jönköpings län,Jönköping,10 - Kålgården,C,137
Jönköpings län,Jönköping,10 - Kålgården,L,100
Jönköpings län,Jönköping,10 - Kålgården,V,84
Jönköpings län,Jönköping,10 - Kålgården,MP,64
Jönköpings län,Jönköping,10 - Kålgården,BLANK,7
Jönköpings län,Jönköping,10 - Kålgården,ÖVR,4
Jönköpings län,Jönköping,10 - Kålgården,FI,2
Jönköpings län,Jönköping,10 - Kålgården,OGEJ,0
Jönköpings län,Jönköping,10 - Kålgården,OG,0
Jönköpings län,Jönköping,11 - Kättilstorp Haga m fl,S,425
Jönköpings län,Jönköping,11 - Kättilstorp Haga m fl,M,272
Jönköpings län,Jönköping,11 - Kättilstorp Haga m fl,SD,237
Jönköpings län,Jönköping,11 - Kättilstorp Haga m fl,KD,132
Jönköpings län,Jönköping,11 - Kättilstorp Haga m fl,C,129
Jönköpings län,Jönköping,11 - Kättilstorp Haga m fl,MP,77
Jönköpings län,Jönköping,11 - Kättilstorp Haga m fl,V,74
Jönköpings län,Jönköping,11 - Kättilstorp Haga m fl,L,65
Jönköpings län,Jönköping,11 - Kättilstorp Haga m fl,BLANK,26
Jönköpings län,Jönköping,11 - Kättilstorp Haga m fl,ÖVR,11
Jönköpings län,Jönköping,11 - Kättilstorp Haga m fl,FI,2
Jönköpings län,Jönköping,11 - Kättilstorp Haga m fl,OG,1
Jönköpings län,Jönköping,11 - Kättilstorp Haga m fl,OGEJ,0
Jönköpings län,Jönköping,12 - Liljeholmen,S,369
Jönköpings län,Jönköping,12 - Liljeholmen,SD,201
Jönköpings län,Jönköping,12 - Liljeholmen,M,176
Jönköpings län,Jönköping,12 - Liljeholmen,V,110
Jönköpings län,Jönköping,12 - Liljeholmen,C,97
Jönköpings län,Jönköping,12 - Liljeholmen,KD,94
Jönköpings län,Jönköping,12 - Liljeholmen,MP,45
Jönköpings län,Jönköping,12 - Liljeholmen,L,44
Jönköpings län,Jönköping,12 - Liljeholmen,ÖVR,5
Jönköpings län,Jönköping,12 - Liljeholmen,BLANK,4
Jönköpings län,Jönköping,12 - Liljeholmen,FI,2
Jönköpings län,Jönköping,12 - Liljeholmen,OGEJ,0
Jönköpings län,Jönköping,12 - Liljeholmen,OG,0
Jönköpings län,Jönköping,13 - Liljeholmsparken,S,294
Jönköpings län,Jönköping,13 - Liljeholmsparken,M,203
Jönköpings län,Jönköping,13 - Liljeholmsparken,SD,172
Jönköpings län,Jönköping,13 - Liljeholmsparken,C,116
Jönköpings län,Jönköping,13 - Liljeholmsparken,KD,97
Jönköpings län,Jönköping,13 - Liljeholmsparken,V,96
Jönköpings län,Jönköping,13 - Liljeholmsparken,MP,67
Jönköpings län,Jönköping,13 - Liljeholmsparken,L,62
Jönköpings län,Jönköping,13 - Liljeholmsparken,ÖVR,10
Jönköpings län,Jönköping,13 - Liljeholmsparken,BLANK,9
Jönköpings län,Jönköping,13 - Liljeholmsparken,FI,7
Jönköpings län,Jönköping,13 - Liljeholmsparken,OGEJ,1
Jönköpings län,Jönköping,13 - Liljeholmsparken,OG,0
Jönköpings län,Jönköping,14 - Ljungarum,S,482
Jönköpings län,Jönköping,14 - Ljungarum,SD,270
Jönköpings län,Jönköping,14 - Ljungarum,M,262
Jönköpings län,Jönköping,14 - Ljungarum,KD,142
Jönköpings län,Jönköping,14 - Ljungarum,V,123
Jönköpings län,Jönköping,14 - Ljungarum,MP,80
Jönköpings län,Jönköping,14 - Ljungarum,C,78
Jönköpings län,Jönköping,14 - Ljungarum,L,53
Jönköpings län,Jönköping,14 - Ljungarum,BLANK,21
Jönköpings län,Jönköping,14 - Ljungarum,ÖVR,6
Jönköpings län,Jönköping,14 - Ljungarum,OG,2
Jönköpings län,Jönköping,14 - Ljungarum,FI,1
Jönköpings län,Jönköping,14 - Ljungarum,OGEJ,0
Jönköpings län,Jönköping,15 - Månsarp,S,310
Jönköpings län,Jönköping,15 - Månsarp,SD,187
Jönköpings län,Jönköping,15 - Månsarp,KD,132
Jönköpings län,Jönköping,15 - Månsarp,M,131
Jönköpings län,Jönköping,15 - Månsarp,C,99
Jönköpings län,Jönköping,15 - Månsarp,V,33
Jönköpings län,Jönköping,15 - Månsarp,MP,33
Jönköpings län,Jönköping,15 - Månsarp,L,31
Jönköpings län,Jönköping,15 - Månsarp,BLANK,18
Jönköpings län,Jönköping,15 - Månsarp,FI,4
Jönköpings län,Jönköping,15 - Månsarp,ÖVR,4
Jönköpings län,Jönköping,15 - Månsarp,OGEJ,0
Jönköpings län,Jönköping,15 - Månsarp,OG,0
Jönköpings län,Jönköping,16 - Norrahammar N,S,461
Jönköpings län,Jönköping,16 - Norrahammar N,SD,339
Jönköpings län,Jönköping,16 - Norrahammar N,M,219
Jönköpings län,Jönköping,16 - Norrahammar N,KD,137
Jönköpings län,Jönköping,16 - Norrahammar N,C,97
Jönköpings län,Jönköping,16 - Norrahammar N,L,79
Jönköpings län,Jönköping,16 - Norrahammar N,V,71
Jönköpings län,Jönköping,16 - Norrahammar N,MP,53
Jönköpings län,Jönköping,16 - Norrahammar N,ÖVR,11
Jönköpings län,Jönköping,16 - Norrahammar N,BLANK,10
Jönköpings län,Jönköping,16 - Norrahammar N,FI,3
Jönköpings län,Jönköping,16 - Norrahammar N,OGEJ,3
Jönköpings län,Jönköping,16 - Norrahammar N,OG,0
Jönköpings län,Jönköping,17 - Norrahammar S,S,433
Jönköpings län,Jönköping,17 - Norrahammar S,SD,305
Jönköpings län,Jönköping,17 - Norrahammar S,M,231
Jönköpings län,Jönköping,17 - Norrahammar S,KD,134
Jönköpings län,Jönköping,17 - Norrahammar S,C,89
Jönköpings län,Jönköping,17 - Norrahammar S,V,76
Jönköpings län,Jönköping,17 - Norrahammar S,MP,51
Jönköpings län,Jönköping,17 - Norrahammar S,L,42
Jönköpings län,Jönköping,17 - Norrahammar S,BLANK,18
Jönköpings län,Jönköping,17 - Norrahammar S,FI,7
Jönköpings län,Jönköping,17 - Norrahammar S,ÖVR,3
Jönköpings län,Jönköping,17 - Norrahammar S,OGEJ,0
Jönköpings län,Jönköping,17 - Norrahammar S,OG,0
Jönköpings län,Jönköping,18 - Råslätt C,S,451
Jönköpings län,Jönköping,18 - Råslätt C,SD,127
Jönköpings län,Jönköping,18 - Råslätt C,V,74
Jönköpings län,Jönköping,18 - Råslätt C,KD,62
Jönköpings län,Jönköping,18 - Råslätt C,M,49
Jönköpings län,Jönköping,18 - Råslätt C,C,44
Jönköpings län,Jönköping,18 - Råslätt C,MP,23
Jönköpings län,Jönköping,18 - Råslätt C,ÖVR,19
Jönköpings län,Jönköping,18 - Råslätt C,L,13
Jönköpings län,Jönköping,18 - Råslätt C,BLANK,6
Jönköpings län,Jönköping,18 - Råslätt C,FI,5
Jönköpings län,Jönköping,18 - Råslätt C,OGEJ,1
Jönköpings län,Jönköping,18 - Råslätt C,OG,0
Jönköpings län,Jönköping,19 - Råslätt-Lockebo,S,406
Jönköpings län,Jönköping,19 - Råslätt-Lockebo,SD,74
Jönköpings län,Jönköping,19 - Råslätt-Lockebo,M,62
Jönköpings län,Jönköping,19 - Råslätt-Lockebo,KD,48
Jönköpings län,Jönköping,19 - Råslätt-Lockebo,V,47
Jönköpings län,Jönköping,19 - Råslätt-Lockebo,C,30
Jönköpings län,Jönköping,19 - Råslätt-Lockebo,MP,16
Jönköpings län,Jönköping,19 - Råslätt-Lockebo,ÖVR,12
Jönköpings län,Jönköping,19 - Råslätt-Lockebo,L,8
Jönköpings län,Jönköping,19 - Råslätt-Lockebo,FI,5
Jönköpings län,Jönköping,19 - Råslätt-Lockebo,BLANK,2
Jönköpings län,Jönköping,19 - Råslätt-Lockebo,OG,1
Jönköpings län,Jönköping,19 - Råslätt-Lockebo,OGEJ,0
Jönköpings län,Jönköping,1 - Barnarp,S,300
Jönköpings län,Jönköping,1 - Barnarp,SD,258
Jönköpings län,Jönköping,1 - Barnarp,M,243
Jönköpings län,Jönköping,1 - Barnarp,KD,135
Jönköpings län,Jönköping,1 - Barnarp,C,86
Jönköpings län,Jönköping,1 - Barnarp,V,58
Jönköpings län,Jönköping,1 - Barnarp,L,55
Jönköpings län,Jönköping,1 - Barnarp,MP,27
Jönköpings län,Jönköping,1 - Barnarp,ÖVR,12
Jönköpings län,Jönköping,1 - Barnarp,BLANK,7
Jönköpings län,Jönköping,1 - Barnarp,FI,3
Jönköpings län,Jönköping,1 - Barnarp,OGEJ,1
Jönköpings län,Jönköping,1 - Barnarp,OG,0
Jönköpings län,Jönköping,20 - Råslätt N,S,372
Jönköpings län,Jönköping,20 - Råslätt N,SD,129
Jönköpings län,Jönköping,20 - Råslätt N,KD,70
Jönköpings län,Jönköping,20 - Råslätt N,V,65
Jönköpings län,Jönköping,20 - Råslätt N,M,56
Jönköpings län,Jönköping,20 - Råslätt N,C,26
Jönköpings län,Jönköping,20 - Råslätt N,MP,15
Jönköpings län,Jönköping,20 - Råslätt N,L,8
Jönköpings län,Jönköping,20 - Råslätt N,ÖVR,3
Jönköpings län,Jönköping,20 - Råslätt N,FI,1
Jönköpings län,Jönköping,20 - Råslätt N,BLANK,1
Jönköpings län,Jönköping,20 - Råslätt N,OGEJ,0
Jönköpings län,Jönköping,20 - Råslätt N,OG,0
Jönköpings län,Jönköping,21 - Taberg V,S,293
Jönköpings län,Jönköping,21 - Taberg V,SD,217
Jönköpings län,Jönköping,21 - Taberg V,M,194
Jönköpings län,Jönköping,21 - Taberg V,KD,148
Jönköpings län,Jönköping,21 - Taberg V,C,96
Jönköpings län,Jönköping,21 - Taberg V,L,58
Jönköpings län,Jönköping,21 - Taberg V,MP,42
Jönköpings län,Jönköping,21 - Taberg V,V,38
Jönköpings län,Jönköping,21 - Taberg V,ÖVR,15
Jönköpings län,Jönköping,21 - Taberg V,BLANK,11
Jönköpings län,Jönköping,21 - Taberg V,FI,3
Jönköpings län,Jönköping,21 - Taberg V,OGEJ,0
Jönköpings län,Jönköping,21 - Taberg V,OG,0
Jönköpings län,Jönköping,22 - Taberg Ö,S,291
Jönköpings län,Jönköping,22 - Taberg Ö,SD,233
Jönköpings län,Jönköping,22 - Taberg Ö,M,209
Jönköpings län,Jönköping,22 - Taberg Ö,KD,163
Jönköpings län,Jönköping,22 - Taberg Ö,C,88
Jönköpings län,Jönköping,22 - Taberg Ö,L,46
Jönköpings län,Jönköping,22 - Taberg Ö,V,46
Jönköpings län,Jönköping,22 - Taberg Ö,MP,29
Jönköpings län,Jönköping,22 - Taberg Ö,BLANK,13
Jönköpings län,Jönköping,22 - Taberg Ö,ÖVR,5
Jönköpings län,Jönköping,22 - Taberg Ö,FI,3
Jönköpings län,Jönköping,22 - Taberg Ö,OGEJ,0
Jönköpings län,Jönköping,22 - Taberg Ö,OG,0
Jönköpings län,Jönköping,23 - Tenhult V-Ödestugu,S,379
Jönköpings län,Jönköping,23 - Tenhult V-Ödestugu,SD,351
Jönköpings län,Jönköping,23 - Tenhult V-Ödestugu,M,318
Jönköpings län,Jönköping,23 - Tenhult V-Ödestugu,C,206
Jönköpings län,Jönköping,23 - Tenhult V-Ödestugu,KD,201
Jönköpings län,Jönköping,23 - Tenhult V-Ödestugu,L,71
Jönköpings län,Jönköping,23 - Tenhult V-Ödestugu,V,66
Jönköpings län,Jönköping,23 - Tenhult V-Ödestugu,MP,59
Jönköpings län,Jönköping,23 - Tenhult V-Ödestugu,BLANK,16
Jönköpings län,Jönköping,23 - Tenhult V-Ödestugu,ÖVR,9
Jönköpings län,Jönköping,23 - Tenhult V-Ödestugu,FI,1
Jönköpings län,Jönköping,23 - Tenhult V-Ödestugu,OG,1
Jönköpings län,Jönköping,23 - Tenhult V-Ödestugu,OGEJ,0
Jönköpings län,Jönköping,24 - Tenhult Ö-Öggestorp,SD,422
Jönköpings län,Jönköping,24 - Tenhult Ö-Öggestorp,S,350
Jönköpings län,Jönköping,24 - Tenhult Ö-Öggestorp,M,285
Jönköpings län,Jönköping,24 - Tenhult Ö-Öggestorp,KD,254
Jönköpings län,Jönköping,24 - Tenhult Ö-Öggestorp,C,152
Jönköpings län,Jönköping,24 - Tenhult Ö-Öggestorp,V,65
Jönköpings län,Jönköping,24 - Tenhult Ö-Öggestorp,L,55
Jönköpings län,Jönköping,24 - Tenhult Ö-Öggestorp,MP,51
Jönköpings län,Jönköping,24 - Tenhult Ö-Öggestorp,FI,14
Jönköpings län,Jönköping,24 - Tenhult Ö-Öggestorp,ÖVR,14
Jönköpings län,Jönköping,24 - Tenhult Ö-Öggestorp,BLANK,14
Jönköpings län,Jönköping,24 - Tenhult Ö-Öggestorp,OG,2
Jönköpings län,Jönköping,24 - Tenhult Ö-Öggestorp,OGEJ,0
Jönköpings län,Jönköping,25 - Uppsamlingsdistrikt,S,122
Jönköpings län,Jönköping,25 - Uppsamlingsdistrikt,M,102
Jönköpings län,Jönköping,25 - Uppsamlingsdistrikt,C,74
Jönköpings län,Jönköping,25 - Uppsamlingsdistrikt,SD,70
Jönköpings län,Jönköping,25 - Uppsamlingsdistrikt,V,44
Jönköpings län,Jönköping,25 - Uppsamlingsdistrikt,KD,40
Jönköpings län,Jönköping,25 - Uppsamlingsdistrikt,L,36
Jönköpings län,Jönköping,25 - Uppsamlingsdistrikt,MP,36
Jönköpings län,Jönköping,25 - Uppsamlingsdistrikt,ÖVR,6
Jönköpings län,Jönköping,25 - Uppsamlingsdistrikt,FI,3
Jönköpings län,Jönköping,25 - Uppsamlingsdistrikt,OG,2
Jönköpings län,Jönköping,25 - Uppsamlingsdistrikt,BLANK,1
Jönköpings län,Jönköping,25 - Uppsamlingsdistrikt,OGEJ,0
Jönköpings län,Jönköping,27 - Angerdshestra-Mulseryd-N Unnaryd,SD,222
Jönköpings län,Jönköping,27 - Angerdshestra-Mulseryd-N Unnaryd,KD,142
Jönköpings län,Jönköping,27 - Angerdshestra-Mulseryd-N Unnaryd,C,141
Jönköpings län,Jönköping,27 - Angerdshestra-Mulseryd-N Unnaryd,S,130
Jönköpings län,Jönköping,27 - Angerdshestra-Mulseryd-N Unnaryd,M,109
Jönköpings län,Jönköping,27 - Angerdshestra-Mulseryd-N Unnaryd,V,36
Jönköpings län,Jönköping,27 - Angerdshestra-Mulseryd-N Unnaryd,L,20
Jönköpings län,Jönköping,27 - Angerdshestra-Mulseryd-N Unnaryd,ÖVR,20
Jönköpings län,Jönköping,27 - Angerdshestra-Mulseryd-N Unnaryd,MP,18
Jönköpings län,Jönköping,27 - Angerdshestra-Mulseryd-N Unnaryd,BLANK,4
Jönköpings län,Jönköping,27 - Angerdshestra-Mulseryd-N Unnaryd,FI,3
Jönköpings län,Jönköping,27 - Angerdshestra-Mulseryd-N Unnaryd,OG,1
Jönköpings län,Jönköping,27 - Angerdshestra-Mulseryd-N Unnaryd,OGEJ,0
Jönköpings län,Jönköping,28 - Attarp-Sjöåkra,S,466
Jönköpings län,Jönköping,28 - Attarp-Sjöåkra,SD,258
Jönköpings län,Jönköping,28 - Attarp-Sjöåkra,M,170
Jönköpings län,Jönköping,28 - Attarp-Sjöåkra,KD,136
Jönköpings län,Jönköping,28 - Attarp-Sjöåkra,V,85
Jönköpings län,Jönköping,28 - Attarp-Sjöåkra,C,70
Jönköpings län,Jönköping,28 - Attarp-Sjöåkra,L,50
Jönköpings län,Jönköping,28 - Attarp-Sjöåkra,MP,48
Jönköpings län,Jönköping,28 - Attarp-Sjöåkra,BLANK,10
Jönköpings län,Jönköping,28 - Attarp-Sjöåkra,ÖVR,8
Jönköpings län,Jönköping,28 - Attarp-Sjöåkra,FI,4
Jönköpings län,Jönköping,28 - Attarp-Sjöåkra,OGEJ,0
Jönköpings län,Jönköping,28 - Attarp-Sjöåkra,OG,0
Jönköpings län,Jönköping,29 - Backamo-Järstorp,M,387
Jönköpings län,Jönköping,29 - Backamo-Järstorp,S,338
Jönköpings län,Jönköping,29 - Backamo-Järstorp,SD,313
Jönköpings län,Jönköping,29 - Backamo-Järstorp,KD,258
Jönköpings län,Jönköping,29 - Backamo-Järstorp,C,226
Jönköpings län,Jönköping,29 - Backamo-Järstorp,L,98
Jönköpings län,Jönköping,29 - Backamo-Järstorp,MP,64
Jönköpings län,Jönköping,29 - Backamo-Järstorp,V,54
Jönköpings län,Jönköping,29 - Backamo-Järstorp,BLANK,13
Jönköpings län,Jönköping,29 - Backamo-Järstorp,ÖVR,5
Jönköpings län,Jönköping,29 - Backamo-Järstorp,FI,2
Jönköpings län,Jönköping,29 - Backamo-Järstorp,OG,1
Jönköpings län,Jönköping,29 - Backamo-Järstorp,OGEJ,0
Jönköpings län,Jönköping,2 - Barnarp C,S,378
Jönköpings län,Jönköping,2 - Barnarp C,SD,246
Jönköpings län,Jönköping,2 - Barnarp C,M,193
Jönköpings län,Jönköping,2 - Barnarp C,KD,114
Jönköpings län,Jönköping,2 - Barnarp C,C,70
Jönköpings län,Jönköping,2 - Barnarp C,V,55
Jönköpings län,Jönköping,2 - Barnarp C,L,42
Jönköpings län,Jönköping,2 - Barnarp C,MP,23
Jönköpings län,Jönköping,2 - Barnarp C,BLANK,6
Jönköpings län,Jönköping,2 - Barnarp C,ÖVR,5
Jönköpings län,Jönköping,2 - Barnarp C,FI,4
Jönköpings län,Jönköping,2 - Barnarp C,OGEJ,0
Jönköpings län,Jönköping,2 - Barnarp C,OG,0
Jönköpings län,Jönköping,30 - Bottnaryd,SD,189
Jönköpings län,Jönköping,30 - Bottnaryd,S,167
Jönköpings län,Jönköping,30 - Bottnaryd,C,145
Jönköpings län,Jönköping,30 - Bottnaryd,KD,141
Jönköpings län,Jönköping,30 - Bottnaryd,M,117
Jönköpings län,Jönköping,30 - Bottnaryd,V,31
Jönköpings län,Jönköping,30 - Bottnaryd,L,25
Jönköpings län,Jönköping,30 - Bottnaryd,MP,23
Jönköpings län,Jönköping,30 - Bottnaryd,BLANK,7
Jönköpings län,Jönköping,30 - Bottnaryd,ÖVR,3
Jönköpings län,Jönköping,30 - Bottnaryd,FI,1
Jönköpings län,Jönköping,30 - Bottnaryd,OGEJ,0
Jönköpings län,Jönköping,30 - Bottnaryd,OG,0
Jönköpings län,Jönköping,31 - Bymarken,M,353
Jönköpings län,Jönköping,31 - Bymarken,KD,252
Jönköpings län,Jönköping,31 - Bymarken,S,222
Jönköpings län,Jönköping,31 - Bymarken,C,188
Jönköpings län,Jönköping,31 - Bymarken,SD,136
Jönköpings län,Jönköping,31 - Bymarken,L,120
Jönköpings län,Jönköping,31 - Bymarken,MP,60
Jönköpings län,Jönköping,31 - Bymarken,V,54
Jönköpings län,Jönköping,31 - Bymarken,ÖVR,5
Jönköpings län,Jönköping,31 - Bymarken,BLANK,5
